Temp(C),Temp(K),Humidity,Pressure,Soil Moisture,Smoke Density,Air Density,Wind Speed,FFMC,DMC,DC,ISI,BUI,FWI,Risk
25.68,298.83,40.37,1021.23,30.86,33.56,3.42,1.79,3.85,38.05,61.24,0.69,49.64,3.43,Low
13.78,286.93,54.1,982.32,13.53,46.07,3.42,2.39,12.63,6.84,15.62,3.02,11.23,3.39,Low
19.23,292.38,37.09,999.45,36.36,36.62,3.42,6.44,3.16,38.78,58.51,2.04,48.64,9.92,Low
18.28,291.43,71.14,995.83,10.4,69.19,3.42,2.21,4.98,10.25,20.42,1.1,15.34,1.69,Low
24.93,298.08,83.5,1018.39,2.11,36.8,3.42,6.91,8.17,2.27,2.42,5.65,2.34,1.32,Low
19.37,292.52,36.81,999.19,14.7,65.18,3.42,2.35,7.52,13.5,22.53,1.77,18.02,3.19,Low
19.98,293.13,55.67,1001.73,27.49,34.76,3.42,1.78,12.71,15.85,50.32,2.26,33.09,7.48,Low
16.39,289.54,31.43,989.22,35.6,45.85,3.42,2.77,5.69,22.92,56.71,1.58,39.81,6.29,Low
23.68,296.83,59.79,1014.71,22.91,35.24,3.42,7.26,5.38,25.62,24.65,3.91,25.13,9.83,Low
17.32,290.47,73.66,992.05,31.56,30.64,3.42,1.46,5.76,36.76,44.65,0.84,40.7,3.42,Low
16.44,289.59,38.98,991.21,5.81,39.98,3.42,3.05,10.5,6.15,7.26,3.2,6.71,2.15,Low
10.67,283.82,64.75,971.22,16.67,34.54,3.42,4.72,6.52,13.72,21.81,3.08,17.77,5.47,Low
15.67,288.82,60.53,989.03,34.05,65.01,3.42,3.57,5.47,30.72,56.8,1.95,43.76,8.53,Low
10.55,283.7,72.64,971.62,14.3,31.03,3.42,6.44,8.25,12.43,16.93,5.31,14.68,7.8,Low
19.43,292.58,60.43,1001.74,5.31,32.47,3.42,7.18,4.97,7.62,8.84,3.57,8.23,2.94,Low
23.85,297,58.48,1014.94,28.77,62.84,3.42,2.55,5.68,39.19,51.44,1.45,45.31,6.57,Low
10.65,283.8,68.12,969.66,1.52,51.97,3.42,2.5,7.21,0.99,2.41,1.8,1.7,0.31,Low
25.79,298.94,48.66,1023.22,15.75,41.14,3.42,4.35,4.39,14.93,17.86,1.91,16.39,3.13,Low
10.02,283.17,30.09,967.87,20.31,56.64,3.42,1.79,10.74,21.68,35.39,1.92,28.54,5.48,Low
24.42,297.57,57.72,1016.53,11.66,64.52,3.42,5.32,8.96,16.37,20.68,4.77,18.52,8.83,Low
17.81,290.96,48.96,994.26,30.26,47.65,3.42,3.62,5.25,18.56,43.88,1.9,31.22,5.93,Low
15.33,288.48,58.05,987.61,37.27,69.28,3.42,2.89,5.34,26.72,53.95,1.54,40.34,6.21,Low
17.24,290.39,38.79,993,19.78,36.89,3.42,5.14,8.59,15.53,29.96,4.42,22.75,10.06,Low
11.54,284.69,49.58,973.24,12.9,62.49,3.42,2.81,12.4,9.7,16.26,3.48,12.98,4.52,Low
11.34,284.49,58.08,974.28,2.29,67.82,3.42,5.86,6.33,1.22,4.03,3.71,2.62,0.97,Low
23.01,296.16,74.08,1014.29,1.18,59.47,3.42,4.89,9.42,1.53,1.74,4.61,1.64,0.76,Low
24.69,297.84,38.59,1020.07,13.19,60.05,3.42,8,6.53,7.68,20.54,5.22,14.11,7.37,Low
13.21,286.36,37.41,980.73,22.49,59.08,3.42,3.33,6.54,20.12,44.22,2.18,32.17,7.01,Low
12.7,285.85,47.76,976.99,25.26,47.77,3.42,3.99,5.41,28.89,36.93,2.16,32.91,7.11,Low
17.78,290.93,54.18,994.05,3.52,66.31,3.42,3.61,9.25,2.42,5.39,3.34,3.9,1.3,Low
24.5,297.65,42.62,1017.51,7.47,52.65,3.42,3.92,7.73,7.48,13.98,3.03,10.73,3.25,Low
25.09,298.24,46.39,1020.99,12.73,38.56,3.42,5.24,10.75,7.98,24.05,5.63,16.02,9.02,Low
18.2,291.35,89.75,996.97,9.08,66.47,3.42,2.48,14.04,6.56,14.28,3.48,10.42,3.63,Low
20.5,293.65,31.23,1004.38,11.09,66.09,3.42,5.12,9.16,15.27,14.22,4.69,14.75,6.92,Low
20.82,293.97,60.56,1004.09,23.59,63.01,3.42,5.29,5.97,34.29,46.3,3.16,40.3,12.73,Low
19.8,292.95,87.77,1003.34,28.32,35.65,3.42,3.37,14.32,36.43,28.74,4.83,32.59,15.74,Medium
12.97,286.12,44.66,978.66,28.2,33.97,3.42,5,6.52,41.38,44.82,3.26,43.1,14.05,Medium
20.79,293.94,56.61,1005.43,36.43,69.45,3.42,3.49,9.49,53.82,65.04,3.31,59.43,19.67,Medium
25.9,299.05,56.4,1023.99,19.36,31.46,3.42,6.09,9,28.06,26.42,5.48,27.24,14.93,Medium
22.22,295.37,57.92,1010.76,30.75,65.19,3.42,3.92,12.62,43.27,45.83,4.95,44.55,22.05,Medium
23.86,297.01,83.56,1014.51,24.44,54.21,3.42,7.46,8.04,16.74,35.19,6,25.96,15.58,Medium
14.17,287.32,80.18,982.47,25.34,67.25,3.42,4.81,9.69,36.38,35.3,4.66,35.84,16.7,Medium
13.97,287.12,63.22,982.84,23.51,43.43,3.42,4.09,11.27,34.38,24.3,4.61,29.34,13.53,Medium
22.67,295.82,60.38,1010.59,23.66,44.72,3.42,5.42,14.19,30.27,34.88,7.69,32.58,25.05,Medium
22.71,295.86,88.06,1011,12.16,64.92,3.42,5.45,14.2,12.19,23.26,7.74,17.73,13.72,Medium
11.66,284.81,85.83,972.63,34.05,40.15,3.42,4.62,11.58,38.4,55.69,5.35,47.05,25.17,Medium
22.08,295.23,36.39,1010.36,33.54,41.43,3.42,3.37,10.99,25.55,46.23,3.7,35.89,13.28,Medium
17.08,290.23,53.63,993.82,33.32,67.52,3.42,5.64,7,25.54,57.15,3.95,41.34,16.33,Medium
16.11,289.26,56.06,990.46,39.86,40.94,3.42,4.41,7.31,35.94,62.18,3.22,49.06,15.8,Medium
23.97,297.12,56.59,1016.67,37.78,49.57,3.42,5.3,10.83,28.54,40.45,5.74,34.5,19.8,Medium
21.97,295.12,64.69,1010.35,21.84,57.36,3.42,5.07,13.48,16.34,42.79,6.83,29.56,20.19,Medium
12.38,285.53,55.54,980.74,39.97,48.19,3.43,5.95,10.54,27.68,65.62,6.27,46.65,29.25,High
10.3,283.45,62.12,970.82,14.07,33.03,3.43,1.1,10.1,20.03,24.16,1.11,22.09,2.45,Low
17.34,290.49,55.01,996.95,15.74,44.99,3.43,0.89,11.33,17.28,26,1.01,21.64,2.19,Low
22.92,296.07,89.26,1015.7,36.48,35.04,3.43,4.34,7.78,24.45,49.92,3.38,37.19,12.57,Low
15.18,288.33,31.86,988.4,2.91,68.8,3.43,4.5,7.83,2.2,5.76,3.52,3.98,1.4,Low
13.52,286.67,51.31,982.65,35.81,65.14,3.43,4.49,5.12,33.44,69.13,2.3,51.28,11.79,Low
19.01,292.16,41.92,1001.04,1.63,68.87,3.43,2.87,4.25,2.43,1.97,1.22,2.2,0.27,Low
19.92,293.07,42.57,1004.57,13.45,36.03,3.43,7.79,9.71,12.44,17,7.56,14.72,11.13,Low
23.07,296.22,49.33,1017.39,20.71,36.81,3.43,4.35,8.52,16.03,30.23,3.71,23.13,8.58,Low
21.36,294.51,53.47,1009.53,3.19,32.31,3.43,2.85,4.39,2.43,3.58,1.25,3,0.38,Low
17.13,290.28,61.66,994.63,25.3,58.18,3.43,3.38,7.42,34.97,39.56,2.51,37.27,9.35,Low
22.5,295.65,36.18,1015.38,18.11,44.85,3.43,3.91,7.66,11.49,33.4,3,22.45,6.74,Low
16.1,289.25,37.58,993.29,21.99,61.51,3.43,3.88,2.9,30.98,42.25,1.13,36.62,4.14,Low
13.21,286.36,72.14,983.58,8.32,37.53,3.43,2.11,10.9,9.49,13.4,2.3,11.45,2.63,Low
22.31,295.46,51.76,1012.81,9.86,59.18,3.43,5.06,9.96,13.54,18.13,5.04,15.83,7.98,Low
18.74,291.89,54.22,1000.55,17.57,41.38,3.43,5.87,9.74,16.86,18.14,5.72,17.5,10.01,Low
15.57,288.72,62.99,990.38,18.64,69.44,3.43,2.44,13.02,21.97,30.42,3.18,26.2,8.33,Low
10.46,283.61,69.48,973.13,19.25,62.18,3.43,2.95,12.38,23.21,24.93,3.65,24.07,8.79,Low
22.38,295.53,45.31,1012.77,33.22,66.76,3.43,2.91,10.66,21.11,50.42,3.1,35.77,11.09,Low
15.43,288.58,47.05,988.96,9.59,59.05,3.43,7.19,5.73,13.8,9.9,4.12,11.85,4.88,Low
17.72,290.87,76.34,998.05,25.6,37.38,3.43,4.64,10.88,16.04,39.19,5.05,27.61,13.94,Medium
22.03,295.18,62.79,1012.03,30.13,46.28,3.43,3.48,8.96,42.67,51.97,3.12,47.32,14.76,Medium
14.54,287.69,65.76,985.5,21.29,40.18,3.43,6.36,10.13,20.51,36.97,6.44,28.74,18.51,Medium
24.31,297.46,59.71,1020.2,30.96,55.27,3.43,7.59,6.66,26.64,47.45,5.05,37.05,18.71,Medium
18.66,291.81,54.38,1000.94,29.59,60.97,3.43,4.8,12.66,23.22,52.02,6.08,37.62,22.87,Medium
13.26,286.41,67.95,982,29.87,67.98,3.43,4.11,10.99,41.18,37.17,4.52,39.17,17.7,Medium
12.14,285.29,76.45,978.82,37.67,42.92,3.43,3.53,13.48,23.47,52.12,4.76,37.8,17.99,Medium
14.4,287.55,34.02,987.27,31.93,48.48,3.43,6.01,12,24.01,51.15,7.21,37.58,27.1,Medium
20.62,293.77,57.14,1007.44,22.66,45.42,3.43,4.48,12.16,23.23,26.4,5.45,24.81,13.52,Medium
13.95,287.1,37.09,984.5,34.58,63.74,3.43,4.66,8.74,38.63,58.62,4.07,48.62,19.79,Medium
24.14,297.29,69.26,1019.39,29.25,34.45,3.43,8.06,5.88,28.71,46.58,4.74,37.64,17.84,Medium
22.01,295.16,43.41,1013.23,38.51,33.73,3.43,8.03,4.03,45.16,44.48,3.24,44.82,14.52,Medium
22.09,295.24,37.35,1012.46,32.27,44.49,3.43,6.74,8.08,36.78,39.22,5.45,38,20.71,Medium
23.9,297.05,33.46,1020.03,32.36,63.94,3.43,8.24,5.3,36.56,52.52,4.37,44.54,19.46,Medium
18.93,292.08,88.62,1001.26,19.96,50.54,3.43,5.93,10.43,21.95,28.28,6.18,25.12,15.52,Medium
15.61,288.76,31.75,989.65,16.1,38.98,3.43,6.98,10.59,19.83,22.69,7.39,21.26,15.71,Medium
18.77,291.92,87.31,1001.52,29.27,52.81,3.43,6.84,10.12,28.45,32.02,6.92,30.23,20.92,Medium
18.58,291.73,84.68,1001.89,18.72,39.77,3.43,6.21,14.5,9.98,31.7,9,20.84,18.76,Medium
17.07,290.22,84.64,996.64,28.4,52.85,3.43,5.85,15.35,16.99,39.01,8.98,28,25.14,Medium
24.32,297.47,82.46,1021.18,23.91,61.77,3.43,6.06,15.39,17.94,29.36,9.33,23.65,22.07,Medium
21.45,294.6,43.02,1009.59,37.24,65.65,3.43,5.11,8.18,44.52,71.51,4.18,58.02,24.25,Medium
24.73,297.88,76.52,1021.06,19.53,35.82,3.43,8.03,11.93,24.76,19.65,9.58,22.2,21.27,Medium
25.04,298.19,81.26,1024.16,38.97,42.17,3.43,6.75,8.49,38.1,57.19,5.73,47.64,27.3,Medium
22.76,295.91,73.36,1015.92,26.48,60.47,3.43,7.33,10.28,35.6,31.55,7.54,33.58,25.32,Medium
19.16,292.31,84.11,1005.04,5.04,31.09,3.44,7.17,9.54,6.1,7.27,6.84,6.68,4.57,Low
23.06,296.21,52.19,1018.1,18.02,44.48,3.44,2.8,4.87,14.35,22.86,1.36,18.61,2.53,Low
11.49,284.64,45.81,980.47,8.79,68.95,3.44,1.78,5.29,7.22,12.24,0.94,9.73,0.91,Low
24.23,297.38,31.08,1022.57,1.59,41.02,3.44,2.26,9.63,1.82,2.93,2.18,2.38,0.52,Low
17.19,290.34,61.67,998.98,16.67,31.57,3.44,5.42,12.19,12.88,23.95,6.61,18.41,12.17,Low
14.57,287.72,79.98,991.18,12.8,58.18,3.44,2.84,8.52,8.24,14.03,2.42,11.13,2.69,Low
12.51,285.66,30.28,982.2,35.58,46.96,3.44,2.42,7.52,28.3,66.46,1.82,47.38,8.62,Low
11.74,284.89,45.82,980.64,24.52,67.78,3.44,6.25,6.34,20.64,38.68,3.96,29.66,11.75,Low
21.83,294.98,72.7,1014.72,23.85,58.93,3.44,6.95,6.18,25.39,33.5,4.3,29.45,12.66,Low
18.1,291.25,58.53,1002.5,4.23,37.16,3.44,3.84,11.6,3.58,7.3,4.45,5.44,2.42,Low
18.82,291.97,72.57,1003.67,24.86,69.75,3.44,1.4,14.09,30.44,37.07,1.97,33.76,6.65,Low
11.08,284.23,47.77,976.4,31.86,48.25,3.44,2.19,7.9,38.5,32.22,1.73,35.36,6.12,Low
14.93,288.08,37.43,989.87,1.89,44.68,3.44,1.62,10.24,1.44,3.27,1.66,2.35,0.39,Low
14.79,287.94,74.8,991.05,35.63,66.91,3.44,1.99,6.73,51.95,48.1,1.34,50.03,6.7,Low
13.46,286.61,41.8,985.49,23.94,61.91,3.44,5.99,3.63,13.46,30.83,2.17,22.14,4.8,Low
13.3,286.45,40.57,985.98,16.99,55.02,3.44,3.52,11.89,9.5,29.37,4.19,19.44,8.15,Low
14.03,287.18,81.84,987.92,9.56,63.25,3.44,4.51,11.06,11.89,17.96,4.99,14.93,7.45,Low
14.62,287.77,87.36,989.97,22.99,51.81,3.44,1.15,14.03,23.08,28.11,1.61,25.59,4.12,Low
20.92,294.07,46.36,1012.33,15.56,55.68,3.44,1.06,9.27,13.24,29.25,0.98,21.25,2.08,Low
15.69,288.84,77.04,993.03,17.66,55.6,3.44,2.45,6.31,13.03,30.48,1.55,21.75,3.37,Low
16.53,289.68,30.57,995.81,31.65,47.32,3.44,3.25,5.82,45.96,35.42,1.89,40.69,7.69,Low
21.68,294.83,83.79,1013.29,4.98,34.19,3.44,0.43,14.99,6.62,8.6,0.64,7.61,0.49,Low
24.15,297.3,75.38,1021.88,6.5,35.29,3.44,4.18,9.92,3.91,9.97,4.15,6.94,2.88,Low
17.52,290.67,88.32,999.8,11.38,31.7,3.44,4.78,13.29,7.25,22.01,6.35,14.63,9.29,Low
19.91,293.06,77.52,1006.78,9.18,67.2,3.44,5.75,9.36,12.3,17.3,5.38,14.8,7.96,Low
11.58,284.73,52.65,980.01,24.74,68.39,3.44,2.32,12.17,20.7,39.38,2.82,30.04,8.47,Low
20.43,293.58,37.66,1009.99,28.41,37.56,3.44,1.82,7.36,41.17,28.91,1.34,35.04,4.7,Low
14.33,287.48,42.5,989.88,24.95,31.93,3.44,1.52,10.31,22.9,41.64,1.57,32.27,5.07,Low
11.13,284.28,59.34,976.78,8.92,58.07,3.44,4.79,12.22,11.49,17.29,5.85,14.39,8.42,Low
13.52,286.67,48.92,985.16,37.42,42.68,3.44,4.15,6.92,44.55,45.57,2.87,45.06,12.93,Low
19.8,292.95,64.73,1008.92,19,66.71,3.44,1.8,13.16,28.07,33.48,2.37,30.77,7.29,Low
13.97,287.12,62.76,987.33,23.78,43.33,3.44,2.68,10.45,17.45,44.5,2.8,30.98,8.67,Low
13.6,286.75,76.3,986.73,9.56,50.31,3.44,1.9,8.94,5.47,10.74,1.7,8.11,1.38,Low
12.96,286.11,76.82,985.56,3.27,69.36,3.44,2.16,6.44,4.05,5.07,1.39,4.56,0.63,Low
18.8,291.95,63.25,1005,26.98,54.68,3.44,0.83,8.73,23.78,41.58,0.72,32.68,2.35,Low
15.02,288.17,85.81,990.56,26.12,32.98,3.44,1.26,14.76,20.11,44.02,1.86,32.06,5.96,Low
19.34,292.49,64.75,1006.05,37.81,60.09,3.44,2.48,7.22,23.75,42,1.79,32.88,5.89,Low
21.32,294.47,34.24,1011.78,16.54,46.22,3.44,4.76,7.25,10.41,30.13,3.45,20.27,6.99,Low
15.11,288.26,46.73,992.58,35.09,59.23,3.44,1.81,5.79,20.4,44.58,1.05,32.49,3.41,Low
15.22,288.37,37.94,991.68,31.52,60.02,3.44,5.98,3.91,46.86,56.7,2.34,51.78,12.12,Low
13.98,287.13,60.43,987.35,6.68,47.19,3.44,3.59,11.74,5.63,8.7,4.21,7.16,3.01,Low
15.61,288.76,37.44,994.2,26.97,59.22,3.44,5.7,6.89,37.63,27.08,3.93,32.36,12.72,Low
18.28,291.43,38.52,1003.62,36.7,53.91,3.44,5,3.47,43.91,36.92,1.74,40.41,7.03,Low
11.96,285.11,73.74,982.05,13.53,64.25,3.44,3.99,10.47,8.34,20.74,4.18,14.54,6.08,Low
21.68,294.83,88.11,1013.32,20.66,37.62,3.44,4.06,8.65,28.34,27.07,3.51,27.7,9.72,Low
16.08,289.23,33.2,993.61,30.69,32.38,3.44,1.56,5.51,21.62,35.39,0.86,28.51,2.45,Low
13.05,286.2,73.09,983.28,23.24,30.89,3.44,5.94,6.25,29.08,34.81,3.71,31.95,11.85,Low
15.39,288.54,56.08,993.25,29.2,42.72,3.44,7.3,7.82,21.5,29.61,5.71,25.55,14.59,Medium
13.08,286.23,83.35,983.88,36.16,58.72,3.44,5.54,12.49,24.91,37.32,6.92,31.12,21.54,Medium
11.37,284.52,34.14,977.7,39.28,38.42,3.44,4.68,8.82,25.67,67.36,4.13,46.52,19.21,Medium
18.58,291.73,87.41,1003.35,38.95,54.5,3.44,2.28,14.83,57.2,67.79,3.38,62.5,21.12,Medium
19.84,292.99,43.4,1007.26,23.82,37.89,3.44,5.24,7.28,26.79,47.34,3.81,37.06,14.12,Medium
14.91,288.06,31.92,991.96,38.71,57.77,3.44,3.83,12.18,49.32,43.09,4.66,46.2,21.53,Medium
21.86,295.01,75.86,1015.47,11.43,30.13,3.44,8.06,14.67,11.26,15.58,11.82,13.42,15.86,Medium
24.08,297.23,62.85,1022.02,31.9,64.95,3.44,5.17,10.93,42.13,35.97,5.65,39.05,22.06,Medium
10.58,283.73,35.63,974.82,34.5,57.22,3.44,4.49,7.36,23.17,55.85,3.3,39.51,13.04,Medium
17.58,290.73,30.88,1001.17,35.41,41.91,3.44,6.07,5.34,38.28,61.69,3.24,49.98,16.19,Medium
17.43,290.58,70.53,1000.18,19.56,38.11,3.44,5.6,13.75,16.65,31.73,7.7,24.19,18.63,Medium
24.47,297.62,58.45,1024.6,24.21,47.48,3.44,6.3,8.06,15.67,45.44,5.08,30.55,15.52,Medium
19.39,292.54,35.2,1005.01,23.7,67.07,3.44,4.5,11.77,32.67,33.86,5.3,33.27,17.63,Medium
16.67,289.82,46.83,996.06,33.39,55.58,3.44,4.79,8.81,37.64,55.69,4.22,46.66,19.69,Medium
22.1,295.25,64.41,1015.48,38.59,57.4,3.44,6.82,7.12,26.02,46.37,4.86,36.2,17.59,Medium
23.98,297.13,72.86,1022.45,32.41,43.66,3.44,6.81,10.88,30.38,41.65,7.41,36.02,26.69,Medium
15.47,288.62,33.4,991.71,36.15,39.27,3.44,6.43,9.27,40.9,41.4,5.96,41.15,24.53,Medium
17.91,291.06,77.28,1000.16,35.28,38.26,3.44,7.54,6.48,36.93,55.82,4.89,46.38,22.68,Medium
19.98,293.13,35.63,1008.7,19.03,54.75,3.44,6.37,12.35,19.67,34.44,7.87,27.05,21.29,Medium
14.94,288.09,67.25,990.32,38.52,47.44,3.44,3.31,11.29,49.45,47.94,3.74,48.7,18.21,Medium
22.5,295.65,84.51,1017.53,17.05,40.95,3.44,7.06,13.47,16.94,25.33,9.51,21.13,20.09,Medium
15.43,288.58,63.83,995.75,39.39,37.92,3.45,6.96,11.53,20.43,72.01,8.02,46.22,37.07,High
21.89,295.04,59.52,1017.76,27.86,59.73,3.45,7.03,12.2,14.18,53.33,8.58,33.75,28.96,High
11.47,284.62,85.34,981.83,39.44,46.24,3.45,6.78,14.79,27.44,40.29,10.03,33.87,33.97,High
16.77,289.92,60.28,1000.34,12.57,32.49,3.45,2.71,8.95,18.8,24.36,2.43,21.58,5.24,Low
22.34,295.49,84.43,1019.68,11.87,59.51,3.45,4.64,6.5,15.45,18.46,3.02,16.95,5.12,Low
16.04,289.19,76.13,997.45,10.37,51.33,3.45,2.42,8.09,7.8,18.71,1.96,13.26,2.6,Low
21.38,294.53,46.09,1017.38,7.87,67.79,3.45,8.17,9.19,7.85,14.56,7.51,11.21,8.42,Low
15.3,288.45,82.18,995.05,10.84,31.76,3.45,5.44,12.72,6.04,16.5,6.92,11.27,7.8,Low
11.73,284.88,86.81,982.21,18.84,57.62,3.45,2.98,6.67,9.62,24,1.99,16.81,3.35,Low
10.98,284.13,81.24,979.87,17.18,69.03,3.45,2.31,11.11,17.66,22.82,2.57,20.24,5.2,Low
12.34,285.49,55.78,984.76,11.36,39.28,3.45,6.17,9.36,6.43,16.82,5.78,11.62,6.72,Low
16.98,290.13,36.41,1002.01,6.57,62.47,3.45,6.87,10.17,8.96,9.73,6.99,9.35,6.54,Low
15.16,288.31,82.56,995.93,36.64,56.31,3.45,2.63,5.39,40.51,72.64,1.42,56.58,8.03,Low
22.78,295.93,32.25,1020.68,10.02,60.68,3.45,6.37,10.07,7.86,12.77,6.41,10.31,6.61,Low
23.03,296.18,41.5,1022.17,28.82,56.19,3.45,3.07,11.6,18.29,47.36,3.56,32.83,11.69,Low
17.44,290.59,72.29,1002.12,17.24,51.6,3.45,4.41,8.31,11.87,33.26,3.66,22.56,8.26,Low
19.43,292.58,37.52,1008.16,4.17,32.04,3.45,6.76,11.67,5.05,5.94,7.89,5.5,4.34,Low
11.21,284.36,76.72,982.01,33.21,46.43,3.45,5.62,6.39,22.17,39.11,3.59,30.64,11,Low
18.2,291.35,81.45,1004.32,4.61,69.81,3.45,5.28,10.66,3.98,9.18,5.63,6.58,3.7,Low
14.42,287.57,78.53,992.87,21.21,31.75,3.45,7.28,6.38,10.72,23.32,4.64,17.02,7.9,Low
17.2,290.35,38.13,1002.02,21.44,45.28,3.45,5.42,4.36,23.3,30.42,2.36,26.86,6.34,Low
22.17,295.32,86.74,1019.86,3.96,50.72,3.45,8.25,14.43,4.77,5.53,11.9,5.15,6.13,Low
17.86,291.01,80.03,1004.3,7.21,45.32,3.45,2.14,11.73,8.87,13.51,2.51,11.19,2.81,Low
23.55,296.7,70.9,1024.74,7.26,60.23,3.45,7.52,8.84,6.87,10.86,6.65,8.87,5.9,Low
20.89,294.04,71.13,1015.7,11.84,36.62,3.45,4.36,5.04,8.77,14.92,2.2,11.84,2.6,Low
14.12,287.27,89.55,991.43,12.97,43.67,3.45,4.38,7.03,6.54,14.16,3.08,10.35,3.19,Low
17.41,290.56,41.86,1003.14,27.51,30.63,3.45,1.93,3.75,21.14,49.14,0.72,35.14,2.53,Low
10.66,283.81,62.5,978.56,14.55,64.41,3.45,5.04,8.54,19.51,25.89,4.3,22.7,9.76,Low
12.9,286.05,64.99,985.9,30.24,40.31,3.45,3.69,7.71,15.17,41.23,2.84,28.2,8.01,Low
21.75,294.9,88.99,1016.44,8.47,58.28,3.45,2.31,6.66,9.69,16.39,1.54,13.04,2.01,Low
12.58,285.73,30.32,984.84,25.31,49.46,3.45,4.05,4.39,32.28,31.49,1.78,31.88,5.67,Low
21.78,294.93,51.71,1016.15,22.64,67.94,3.45,2.99,10.47,26.17,34.64,3.13,30.41,9.52,Low
18.9,292.05,65.45,1006.73,30.45,62.62,3.45,3.37,8.14,44.67,30.96,2.74,37.81,10.36,Low
17.93,291.08,49.04,1004.07,12.01,55.96,3.45,5.34,12.75,12.48,19.12,6.81,15.8,10.76,Low
14.25,287.4,65.13,990.59,24.43,45.47,3.45,4.32,8.49,14,47.64,3.67,30.82,11.31,Low
13.25,286.4,37.83,986.74,22.34,48.09,3.45,2.62,6,12.45,22.9,1.57,17.67,2.77,Low
22.1,295.25,59.3,1018.83,8.2,45.73,3.45,0.88,5.24,11.76,10.77,0.46,11.27,0.52,Low
23.65,296.8,82.27,1024.5,14.64,47.32,3.45,7.59,9.76,12.1,18.71,7.41,15.41,11.42,Low
17.46,290.61,78.73,1003.43,13.73,54.66,3.45,0.97,14.41,20.38,17.08,1.4,18.73,2.62,Low
13.76,286.91,49.23,990.19,33.27,41.31,3.45,4.06,8.28,26.1,46.97,3.36,36.53,12.27,Low
10.25,283.4,76.97,976.97,9.84,58.63,3.45,3.34,5.41,7.66,18.4,1.81,13.03,2.36,Low
12.81,285.96,40.74,985.2,5.91,49.5,3.45,4.89,12.42,6.67,11.62,6.07,9.14,5.55,Low
16.02,289.17,54.79,997.97,16.45,51.71,3.45,6.39,5.76,12.08,27.04,3.68,19.56,7.2,Low
15.09,288.24,87.1,993.42,21.42,53.04,3.45,4.26,7.49,11.62,32.26,3.19,21.94,7,Low
16.31,289.46,88.66,998.18,15.01,48.62,3.45,2.58,8.88,21.61,26.31,2.29,23.96,5.49,Low
12.31,285.46,59.8,983.9,19.85,49.69,3.45,4.32,10.09,19.32,36.12,4.36,27.72,12.09,Low
20.37,293.52,86.11,1012.9,26.74,34.86,3.45,0.59,7.23,28.02,26.99,0.43,27.5,1.18,Low
23.07,296.22,61.32,1020.69,4.86,52,3.45,4.8,12.23,5.06,8.66,5.87,6.86,4.03,Low
18.16,291.31,69.24,1005.59,14.88,31.73,3.45,4.06,5.13,16.02,26.23,2.08,21.12,4.39,Low
18.05,291.2,31.69,1006.07,37.41,50.74,3.45,5.85,11.64,27.55,39.22,6.81,33.38,22.73,Medium
12.35,285.5,58.41,984.41,39.51,47.22,3.45,4.23,12.3,51.56,50.99,5.2,51.28,26.67,Medium
16.6,289.75,73.25,998.69,22.07,63.99,3.45,6.3,9.18,12.43,43.02,5.78,27.73,16.03,Medium
19.9,293.05,78.71,1009.75,26.98,46.1,3.45,5.61,7.62,16.35,53.2,4.27,34.78,14.85,Medium
20.33,293.48,77.62,1011.91,11.8,59.31,3.45,6.7,14.06,12.67,19.22,9.42,15.95,15.02,Medium
14.29,287.44,68.94,992.04,33.89,61.32,3.45,2.95,11.24,36.38,55.5,3.32,45.94,15.25,Medium
18.04,291.19,78.31,1005.25,28.08,46.41,3.45,4.6,12.2,24.37,45.82,5.61,35.09,19.69,Medium
14.04,287.19,71.1,990.31,31.16,51.6,3.45,6.27,6.01,44.29,34.97,3.77,39.63,14.94,Medium
21.46,294.61,71.62,1016.21,38.29,44.37,3.45,3.93,12.81,53.28,42.79,5.03,48.03,24.16,Medium
21.91,295.06,30.28,1018.88,30.48,31.57,3.45,4.52,11.81,24.26,54.86,5.34,39.56,21.13,Medium
15.81,288.96,34.13,997.92,18.11,60.68,3.45,7,12.51,9.68,26.58,8.76,18.13,15.88,Medium
21.37,294.52,76.32,1014.79,29.83,59.42,3.45,7.38,8.35,18.31,56.04,6.16,37.17,22.9,Medium
20.6,293.75,40.8,1014.47,22.33,48.92,3.45,7.53,11.7,25.34,33.55,8.81,29.45,25.95,Medium
20.69,293.84,59.7,1015.26,28.05,59.39,3.46,7.86,13.05,40.03,52.24,10.26,46.14,47.34,Extreme
20.43,293.58,82.39,1015.65,36.91,35.54,3.46,6.51,12.24,29.61,68.84,7.97,49.23,39.24,High
20.79,293.94,46.36,1018.07,33.31,64.89,3.46,7.42,8.78,31,58.75,6.51,44.88,29.22,High
17.52,290.67,75.42,1006.55,28.23,33.98,3.46,6.27,12.97,33.51,42.18,8.13,37.84,30.76,High
15.64,288.79,67.35,999.1,29.34,59.73,3.46,5.3,13.67,35.46,54.6,7.25,45.03,32.65,High
14.88,288.03,66.63,997.75,14.38,56.41,3.46,2.47,9.22,14.72,21.51,2.28,18.12,4.13,Low
11.69,284.84,75.04,985.69,21.18,50.31,3.46,4.11,10.24,27.86,24.38,4.21,26.12,11,Low
18.1,291.25,50.5,1007.07,1.02,69.86,3.46,2.85,7.91,1.48,1.49,2.25,1.48,0.33,Low
